SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET MBO (peildatum 1 oktober 2014);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE CODE;KWALIFICATIE NAAM;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
20MH;0;383;CASTRICUM;havo;diploma;ec/maat;04EU;BBL;economie;95420;Kok (Zelfstandig werkend kok);02PY;Kenwerk;383;Castricum;1
20MH;0;383;CASTRICUM;havo;diploma;ec/maat;25PZ;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;399;Heiloo;2
20MH;0;383;CASTRICUM;havo;diploma;ec/maat;25RA;BOL;zorg en welzijn;95745;Allround schoonheidsspecialist;16QY;KOC Nederland;399;Heiloo;1
20MH;0;383;CASTRICUM;havo;diploma;cul/maat;25PT;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;383;Castricum;1
20MH;0;383;CASTRICUM;vwo;diploma;cul/maat;02PG;BOL;techniek;94592;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)interieurbouw);04IN;SH&M;383;Castricum;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;nat/tech;25MA;BOL;techniek;94262;Machinebouw Mechatronica (Mechatronicus);02PR;Kenteq;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;nat/tech;25MA;BOL;zorg en welzijn;22191;Mbo-Verpleegkundige;02QG;Calibris;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;nat/tech;25MA;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;nat/tech;27GZ;BOL;economie;95311;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);00SP;ECABO;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;techniek;94471;Medewerker design (Medewerker styling);00SE;Kenniscentrum Handel;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;ec/maat;27GZ;BOL;economie;22158;Financiële beroepen;00SP;ECABO;518;s-Gravenhage;1
20MJ;0;518;S GRAVENHAGE;havo;geen diploma;cul/maat;27GZ;BOL;zorg en welzijn;91370;Sociaal-cultureel werker;02QG;Calibris;1783;Westland;1
20MJ;2;518;S GRAVENHAGE;havo;geen diploma;nat/tech;27GZ;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;518;s-Gravenhage;1
20MJ;2;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;518;s-Gravenhage;2
20MJ;2;518;S GRAVENHAGE;havo;geen diploma;ec/maat;25LN;BOL;economie;94892;Juridisch medewerker openbaar bestuur;00SP;ECABO;518;s-Gravenhage;1
20MJ;2;518;S GRAVENHAGE;havo;geen diploma;ec/maat;27GZ;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;518;s-Gravenhage;1
20MJ;2;518;S GRAVENHAGE;havo;geen diploma;cul/maat;27GZ;BOL;techniek;95740;Specialist mode/maatkleding;00SE;Kenniscentrum Handel;518;s-Gravenhage;1
20MJ;2;518;S GRAVENHAGE;havo;diploma;cul/maat;20MQ;BOL;zorg en welzijn;91410;Tandartsassistent;02QG;Calibris;518;s-Gravenhage;1
20MM;1;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;518;s-Gravenhage;2
20MM;1;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;518;s-Gravenhage;1
20MM;1;518;S GRAVENHAGE;havo;geen diploma;ec/maat;25MA;BBL;economie;95747;Uitvoerend bakker;02PY;Kenwerk;518;s-Gravenhage;1
20MM;1;518;S GRAVENHAGE;havo;geen diploma;ec/maat;27GZ;BOL;economie;22158;Financiële beroepen;00SP;ECABO;518;s-Gravenhage;1
20MM;1;518;S GRAVENHAGE;havo;geen diploma;ec/maat;27GZ;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;518;s-Gravenhage;1
20MM;1;518;S GRAVENHAGE;havo;geen diploma;ec/maat;27GZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;518;s-Gravenhage;1
20MM;1;518;S GRAVENHAGE;havo;diploma;ec/maat;02PG;BOL;techniek;94592;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)interieurbouw);04IN;SH&M;518;s-Gravenhage;1
20MM;1;518;S GRAVENHAGE;havo;diploma;cul/maat;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;518;s-Gravenhage;1
20RC;0;392;HAARLEM;havo;geen diploma;nvt;25PX;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;453;Velsen;1
20RC;0;392;HAARLEM;havo;geen diploma;nat/tech;25PX;BOL;techniek;22103;Autotechniek;02FZ;Innovam Groep;392;Haarlem;1
20RC;0;392;HAARLEM;havo;geen diploma;ec/maat;25PX;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;392;Haarlem;1
20RF;0;392;HAARLEM;havo;geen diploma;nvt;27GZ;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;397;Heemstede;1
20RF;0;392;HAARLEM;havo;geen diploma;ec/maat;25PX;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;394;Haarlemmermeer;1
20RF;0;392;HAARLEM;havo;geen diploma;ec/maat;25PX;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;392;Haarlem;1
20RF;0;392;HAARLEM;havo;geen diploma;ec/maat;25PZ;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;392;Haarlem;1
20RF;0;392;HAARLEM;havo;diploma;cul/maat;25PZ;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;397;Heemstede;1
20RF;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;25EF;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;397;Heemstede;1
20RF;0;392;HAARLEM;havo;diploma;nat/tech & nat/gezond;25GV;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;203;Barneveld;1
20RF;0;392;HAARLEM;havo;diploma;ec/maat & cul/maat;25LG;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;80;Leeuwarden;1
20RF;0;392;HAARLEM;havo;diploma;ec/maat & cul/maat;25PX;BOL;techniek;90031;Artiest (Dans);02PT;Kenniscentrum GOC;394;Haarlemmermeer;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/tech;04FO;BOL;techniek;95702;AV-specialist;02PT;Kenniscentrum GOC;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/gezond;04FO;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/gezond;25MB;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/gezond;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;796;s-Hertogenbosch;2
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;93802;Commercieel medewerker ((Junior) Accountmanager);00SE;Kenniscentrum Handel;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;techniek;90412;Mediavormgever (Art & Design KC GOC);02PT;Kenniscentrum GOC;797;Heusden;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;25LV;BOL;techniek;91541;Vormgeving ruimtelijke presentatie en communicatie (Stand-, winkel en decorvormgever);02FW;Savantis;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;30RN;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;cul/maat;04FO;BOL;economie;94130;Leisure & hospitality (Leisure & hospitality executive);02PY;Kenwerk;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;cul/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;cul/maat;25LZ;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;cul/maat;30BC;BOL;techniek;95400;Mediamanagement (Ordermanager creatieve industrie);02PT;Kenniscentrum GOC;797;Heusden;1
20ST;0;796;S HERTOGENBOSCH;havo;geen diploma;cul/maat;30RN;BOL;techniek;90031;Artiest (Dans);02PT;Kenniscentrum GOC;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;diploma;ec/maat;04FO;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;diploma;ec/maat;26CC;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;845;Sint-Michielsgestel;1
20ST;0;796;S HERTOGENBOSCH;havo;diploma;cul/maat;04FO;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;796;s-Hertogenbosch;1
20ST;0;796;S HERTOGENBOSCH;havo;diploma;cul/maat;25MB;BOL;economie;94241;Brood en banket (Patissier);02PY;Kenwerk;865;Vught;1
20ST;0;796;S HERTOGENBOSCH;havo;diploma;cul/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;nvt;04FO;BOL;economie;95772;Assistent verkoop/retail;02PR;Kenteq;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;nvt;30BC;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/tech;04FO;BOL;techniek;90075;AV-productie (Fotograaf);02PT;Kenniscentrum GOC;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/tech;04FO;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;263;Maasdriel;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/tech;04FO;BOL;techniek;95702;AV-specialist;02PT;Kenniscentrum GOC;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/gezond;30BC;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;22158;Financiële beroepen;00SP;ECABO;263;Maasdriel;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;263;Maasdriel;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;ec/maat;04FO;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;263;Maasdriel;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;cul/maat;23KG;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;geen diploma;nat/tech & nat/gezond;25LZ;BBL;economie;93751;Verkoper (Verkoper detailhandel);00SE;Kenniscentrum Handel;263;Maasdriel;1
20SY;0;796;S HERTOGENBOSCH;havo;diploma;cul/maat;04FO;BOL;techniek;90032;Artiest (Drama);02PT;Kenniscentrum GOC;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;diploma;cul/maat;25MB;BOL;techniek;93781;Productiecoördinator (Commercieel medewerker fashion);00SE;Kenniscentrum Handel;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;havo;diploma;cul/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;796;s-Hertogenbosch;1
20SY;0;796;S HERTOGENBOSCH;vwo;geen diploma;ec/maat;04FO;BBL;economie;90383;Verkoopspecialist (Verkoopspecialist detailhandel);00SE;Kenniscentrum Handel;1706;Cranendonck;1
20SY;0;796;S HERTOGENBOSCH;vwo;geen diploma;cul/maat;04FO;BOL;techniek;90075;AV-productie (Fotograaf);02PT;Kenniscentrum GOC;796;s-Hertogenbosch;1
20TZ;0;202;ARNHEM;havo;geen diploma;nvt;23KG;BOL;techniek;90411;Mediavormgever (Animatie/audiovisuele vormgeving);02PT;Kenniscentrum GOC;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;nvt;25LF;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;nvt;27DV;BOL;onbekend;22263;ICT- en mediabeheer;28DV;Combinatie kenniscentra;213;Brummen;1
20TZ;0;202;ARNHEM;havo;geen diploma;nat/tech;25LF;BOL;onbekend;22087;Applicatie- en mediaontwikkeling;28DV;Combinatie kenniscentra;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;nat/gezond;25LF;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;ec/maat;25LF;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;ec/maat;25LF;BOL;economie;93802;Commercieel medewerker ((Junior) Accountmanager);00SE;Kenniscentrum Handel;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;ec/maat;25LF;BOL;economie;95081;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);00SP;ECABO;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;ec/maat;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;geen diploma;nat/tech & nat/gezond;25PM;BOL;techniek;95312;Applicatie- en mediaontwikkeling (Gamedeveloper);02PT;Kenniscentrum GOC;202;Arnhem;1
20TZ;0;202;ARNHEM;havo;diploma;nat/gezond;25GV;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;1705;Lingewaard;1
20TZ;0;202;ARNHEM;havo;diploma;cul/maat;25LF;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;202;Arnhem;1
20TZ;11;1734;OVERBETUWE;havo;geen diploma;ec/maat;25PN;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;1734;Overbetuwe;1
20TZ;11;1734;OVERBETUWE;havo;geen diploma;cul/maat;25PN;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;1734;Overbetuwe;1
20TZ;11;1734;OVERBETUWE;havo;diploma;cul/maat;25LF;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;202;Arnhem;1
20TZ;11;1734;OVERBETUWE;havo;diploma;nat/tech & nat/gezond;25LF;BOL;techniek;93430;Autotechniek (Technisch specialist personenauto's);02FZ;Innovam Groep;1734;Overbetuwe;1
20WI;0;828;OSS;havo;geen diploma;nvt;30BC;BOL;techniek;95400;Mediamanagement (Ordermanager creatieve industrie);02PT;Kenniscentrum GOC;1671;Maasdonk;1
20WI;0;828;OSS;havo;geen diploma;nat/tech;04FO;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;nat/tech;28DE;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;1671;Maasdonk;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;04FO;BOL;economie;93802;Commercieel medewerker ((Junior) Accountmanager);00SE;Kenniscentrum Handel;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;04FO;BOL;techniek;91870;Manager transport en logistiek (manager transport en logistiek);25HV;VTL;1721;Bernheze;2
20WI;0;828;OSS;havo;geen diploma;ec/maat;04FO;BOL;techniek;93430;Autotechniek (Technisch specialist personenauto's);02FZ;Innovam Groep;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;04FO;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;04FO;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;28DE;BOL;economie;95091;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);00SP;ECABO;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;28DE;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;28DE;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;28DE;BOL;zorg en welzijn;92620;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);02QG;Calibris;1721;Bernheze;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;28DE;BOL;zorg en welzijn;92650;Maatschappelijke Zorg (Medewerker maatschappelijke zorg);02QG;Calibris;828;Oss;1
20WI;0;828;OSS;havo;geen diploma;ec/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;828;Oss;1
20WI;0;828;OSS;havo;diploma;ec/maat;30RN;BOL;techniek;22090;Podium- en evenemententechniek;02PT;Kenniscentrum GOC;1685;Landerd;1
20WI;0;828;OSS;havo;diploma;ec/maat & cul/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;828;Oss;1
20WI;0;828;OSS;havo;diploma;ec/maat & cul/maat;28DE;BOL;techniek;93713;Analist (Biotechnologisch analist);02QD;Kenniscentrum PMLF;1721;Bernheze;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;nat/tech;26CC;BOL;landbouw;97372;Milieu en ruimte (Milieufunctionaris);25DC;Aequor;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;nat/gezond;25LX;BOL;economie;90112;Commercieel medewerker (Commercieel medewerker binnendienst);00SE;Kenniscentrum Handel;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;nat/gezond;25LX;BOL;economie;93210;Financiële beroepen;00SP;ECABO;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;nat/gezond;25LZ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;nat/gezond;25PV;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;ec/maat;25LX;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;ec/maat;25LX;BOL;techniek;93410;Autotechniek (Autotechnicus);02FZ;Innovam Groep;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;ec/maat;25LX;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;1655;Halderberge;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;ec/maat;25LZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;ec/maat;25PV;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;cul/maat;25LV;BOL;economie;94100;Reizen (Manager verkoop reizen);02PY;Kenwerk;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;geen diploma;cul/maat;25LX;BOL;zorg en welzijn;92620;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);02QG;Calibris;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;diploma;nat/tech;25LX;BOL;techniek;90240;Operator C;02QD;Kenniscentrum PMLF;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;diploma;nat/gezond;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;diploma;ec/maat;21CY;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;diploma;ec/maat;25LV;BOL;economie;94161;Medewerker bediening/café-bar (Leidinggevende bediening);02PY;Kenwerk;1674;Roosendaal;1
20ZK;2;1674;ROOSENDAAL;havo;diploma;ec/maat & cul/maat;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;840;Rucphen;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;nat/tech;25LX;BOL;techniek;90240;Operator C;02QD;Kenniscentrum PMLF;1674;Roosendaal;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;nat/tech;25PZ;BOL;techniek;93010;Aviation operations officer (Aviation operations officer);25HV;VTL;1674;Roosendaal;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;nat/gezond;01OE;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;1674;Roosendaal;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;nat/gezond;21CY;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;1674;Roosendaal;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;nat/gezond;25LX;BOL;zorg en welzijn;92620;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);02QG;Calibris;1709;Moerdijk;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;1674;Roosendaal;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;cul/maat;25LX;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;1655;Halderberge;1
20ZK;4;1674;ROOSENDAAL;havo;geen diploma;cul/maat;25LX;BBL;zorg en welzijn;95120;Kapper (Junior Kapper);16QY;KOC Nederland;1674;Roosendaal;1
20ZK;4;1674;ROOSENDAAL;havo;diploma;ec/maat;02PG;BOL;economie;90940;Interieuradviseur;00SE;Kenniscentrum Handel;1674;Roosendaal;1
20ZK;4;1674;ROOSENDAAL;havo;diploma;ec/maat;25LX;BOL;economie;95750;Facilitair leidinggevende;02PY;Kenwerk;1655;Halderberge;1
20ZK;4;1674;ROOSENDAAL;havo;diploma;ec/maat;25LX;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;1655;Halderberge;1
20ZK;4;1674;ROOSENDAAL;havo;diploma;ec/maat;25LX;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;840;Rucphen;1
20ZK;4;1674;ROOSENDAAL;havo;diploma;cul/maat;01OE;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;1655;Halderberge;1
20ZK;4;1674;ROOSENDAAL;havo;diploma;cul/maat;25LX;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;1674;Roosendaal;1
21AF;0;363;AMSTERDAM;vwo;diploma;nat/tech & nat/gezond;30RM;BBL;techniek;22098;Tweewielertechniek;02FZ;Innovam Groep;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;economie;90385;Verkoopspecialist (Verkoopspecialist mode);00SE;Kenniscentrum Handel;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;techniek;95705;Allround DTP-er;02PT;Kenniscentrum GOC;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;onbekend;22270;Entree;02PR;Kenteq;363;Amsterdam;1
