SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET MBO (peildatum 1 oktober 2014);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE CODE;KWALIFICATIE NAAM;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
00LY;0;715;TERNEUZEN;havo;geen diploma;nvt;25PV;BOL;techniek;95313;Applicatie- en mediaontwikkeling (Mediadeveloper);02PT;Kenniscentrum GOC;715;Terneuzen;1
00LY;0;715;TERNEUZEN;havo;geen diploma;nat/tech;25LX;BOL;techniek;95764;Technicus mechanica;02PR;Kenteq;715;Terneuzen;1
00LY;0;715;TERNEUZEN;havo;geen diploma;nat/gezond;11UL;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;715;Terneuzen;1
00LY;0;715;TERNEUZEN;havo;geen diploma;nat/gezond;21CY;BOL;landbouw;97681;Teelt 4 (Manager teelt);25DC;Aequor;758;Breda;1
00LY;0;715;TERNEUZEN;havo;geen diploma;ec/maat;27YU;BOL;zorg en welzijn;92650;Maatschappelijke Zorg (Medewerker maatschappelijke zorg);02QG;Calibris;153;Enschede;1
00LY;0;715;TERNEUZEN;havo;geen diploma;cul/maat;00GT;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;599;Rotterdam;1
00LY;0;715;TERNEUZEN;havo;diploma;cul/maat;25GV;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;715;Terneuzen;1
00LY;0;715;TERNEUZEN;havo;diploma;ec/maat & cul/maat;21CY;BOL;landbouw;97440;Bloemendetailhandel (Manager bloembinden);25DC;Aequor;715;Terneuzen;1
00LY;0;715;TERNEUZEN;havo;diploma;ec/maat & cul/maat;25PV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;715;Terneuzen;1
00MK;0;355;ZEIST;havo;geen diploma;ec/maat;25LF;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;312;Bunnik;1
00MK;0;355;ZEIST;havo;geen diploma;ec/maat;25LH;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;355;Zeist;1
00MK;0;355;ZEIST;havo;diploma;ec/maat;01AA;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;1581;Utrechtse Heuvelrug;1
00MK;0;355;ZEIST;havo;diploma;ec/maat;25LH;BOL;economie;95081;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);00SP;ECABO;1581;Utrechtse Heuvelrug;1
00MK;0;355;ZEIST;havo;diploma;cul/maat;25PZ;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;355;Zeist;1
00MK;0;355;ZEIST;havo;diploma;cul/maat;30RN;BOL;techniek;22090;Podium- en evenemententechniek;02PT;Kenniscentrum GOC;312;Bunnik;1
00ML;0;307;AMERSFOORT;havo;geen diploma;nat/tech;25LH;BBL;techniek;95580;Meubelmaker/(scheeps)interieurbouwer (Allround meubelmaker/(scheeps)interieurbouwer);04IN;SH&M;342;Soest;1
00ML;0;307;AMERSFOORT;havo;geen diploma;ec/maat;25LH;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;267;Nijkerk;1
00ML;0;307;AMERSFOORT;havo;geen diploma;ec/maat;30RR;BOL;economie;94850;Particuliere beveiliging (Beveiliger);00SP;ECABO;307;Amersfoort;1
00ML;0;307;AMERSFOORT;havo;geen diploma;ec/maat;30RR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;307;Amersfoort;1
00ML;0;307;AMERSFOORT;havo;geen diploma;cul/maat;23KG;BOL;techniek;90414;Mediavormgever (Interactieve vormgeving);02PT;Kenniscentrum GOC;351;Woudenberg;1
00ML;0;307;AMERSFOORT;havo;geen diploma;cul/maat;25LH;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;342;Soest;1
00ML;0;307;AMERSFOORT;havo;geen diploma;nat/tech & nat/gezond;25LH;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;307;Amersfoort;1
00ML;0;307;AMERSFOORT;havo;diploma;nat/gezond;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;342;Soest;1
00ML;12;307;AMERSFOORT;havo;geen diploma;ec/maat;25LH;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;307;Amersfoort;1
00ML;12;307;AMERSFOORT;havo;diploma;ec/maat & cul/maat;25PZ;BOL;techniek;94471;Medewerker design (Medewerker styling);00SE;Kenniscentrum Handel;267;Nijkerk;1
00MP;0;246;HEERDE;havo;geen diploma;nat/tech;25PJ;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;244;Hattem;1
00MP;0;246;HEERDE;havo;geen diploma;nat/tech;25PJ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;246;Heerde;1
00MP;0;246;HEERDE;havo;geen diploma;ec/maat;25PJ;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;232;Epe;1
00MP;0;246;HEERDE;havo;geen diploma;ec/maat;25PJ;BOL;economie;95081;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);00SP;ECABO;1773;Olst-Wijhe;1
00MP;0;246;HEERDE;havo;geen diploma;ec/maat;25PJ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;246;Heerde;1
00MP;0;246;HEERDE;havo;geen diploma;cul/maat;01AA;BOL;zorg en welzijn;95530;Verzorgende-IG;02QG;Calibris;246;Heerde;1
00MP;0;246;HEERDE;havo;geen diploma;cul/maat;02PN;BOL;techniek;94524;Middenkaderfunctionaris afbouw en onderhoud (Kleur- en interieuradvies);02FW;Savantis;232;Epe;1
00MP;0;246;HEERDE;havo;geen diploma;cul/maat;25PJ;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;246;Heerde;1
00MP;0;246;HEERDE;havo;diploma;nat/gezond;25GV;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;232;Epe;1
00MP;0;246;HEERDE;havo;diploma;cul/maat;02PN;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;246;Heerde;1
00MP;0;246;HEERDE;havo;diploma;cul/maat;25LG;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;80;Leeuwarden;1
00MP;0;246;HEERDE;havo;diploma;cul/maat;25PJ;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;232;Epe;1
00MP;0;246;HEERDE;havo;diploma;cul/maat;25PJ;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;246;Heerde;1
00MP;0;246;HEERDE;havo;diploma;cul/maat;25PJ;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;232;Epe;1
00MP;0;246;HEERDE;havo;diploma;ec/maat & cul/maat;25PJ;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;246;Heerde;1
00MV;0;400;DEN HELDER;havo;geen diploma;nvt;04EU;BOL;techniek;95728;Maritiem officier alle schepen;25HV;VTL;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nvt;04EU;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nvt;04EU;BOL;onbekend;22263;ICT- en mediabeheer;28DV;Combinatie kenniscentra;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nvt;25PT;BOL;economie;95748;Zelfstandig werkend banketbakker;02PY;Kenwerk;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nat/tech;04EU;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nat/tech;25PT;BBL;techniek;94281;Installeren (Eerste monteur elektrotechnische installaties);02PR;Kenteq;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nat/gezond;02PG;BOL;techniek;94592;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)interieurbouw);04IN;SH&M;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nat/gezond;04EU;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nat/gezond;25PX;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;04EU;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;04EU;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;04EU;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;04EU;BOL;techniek;95728;Maritiem officier alle schepen;25HV;VTL;400;Den Helder;2
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;04EU;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;08PG;BOL;economie;94980;Watersportindustrie (Werkend voorman watersportindustire);02PY;Kenwerk;51;Skarsterlan;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;25EF;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat;25PX;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;cul/maat;04EU;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;cul/maat;04FO;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;844;Schijndel;1
00MV;0;400;DEN HELDER;havo;geen diploma;cul/maat;30RM;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;nat/tech & nat/gezond;04EU;BOL;techniek;95728;Maritiem officier alle schepen;25HV;VTL;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;geen diploma;ec/maat & cul/maat;01OE;BOL;landbouw;97541;Voedingsmanagement (Voedingsspecialist);25DC;Aequor;363;Amsterdam;1
00MV;0;400;DEN HELDER;havo;diploma;nat/tech;25PT;BOL;economie;95748;Zelfstandig werkend banketbakker;02PY;Kenwerk;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;diploma;ec/maat;04EU;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;400;Den Helder;1
00MV;0;400;DEN HELDER;havo;diploma;cul/maat;02PG;BOL;economie;90940;Interieuradviseur;00SE;Kenniscentrum Handel;400;Den Helder;1
00MV;0;400;DEN HELDER;vwo;geen diploma;nvt;04EU;BOL;techniek;91091;Machinebouw Mechatronica (Machinebouwer);02PR;Kenteq;400;Den Helder;1
00MV;0;400;DEN HELDER;vwo;geen diploma;nat/tech;25PT;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;400;Den Helder;1
00MV;0;400;DEN HELDER;vwo;geen diploma;ec/maat;04EU;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;400;Den Helder;1
00MV;0;400;DEN HELDER;vwo;diploma;ec/maat;02PA;BOL;techniek;22084;AV-productie;28DV;Combinatie kenniscentra;400;Den Helder;1
00OB;0;296;WIJCHEN;havo;geen diploma;nat/tech;04FO;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;296;Wijchen;1
00OB;0;296;WIJCHEN;havo;geen diploma;nat/tech;04FO;BOL;economie;94072;Frontofficemedewerker (Frontofficemanager);02PY;Kenwerk;296;Wijchen;1
00OB;0;296;WIJCHEN;havo;geen diploma;nat/tech & nat/gezond;04FO;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;296;Wijchen;1
00OB;0;296;WIJCHEN;havo;diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;296;Wijchen;1
00OB;0;296;WIJCHEN;havo;diploma;ec/maat;27DV;BOL;techniek;93810;Mobiele werktuigen (Technicus landbouwmechanisatie);02PR;Kenteq;296;Wijchen;1
00OB;0;296;WIJCHEN;havo;diploma;cul/maat;25LF;BOL;techniek;90031;Artiest (Dans);02PT;Kenniscentrum GOC;296;Wijchen;1
00OB;0;296;WIJCHEN;havo;diploma;nat/tech & nat/gezond;27DV;BOL;techniek;93810;Mobiele werktuigen (Technicus landbouwmechanisatie);02PR;Kenteq;252;Heumen;1
00PF;0;114;EMMEN;havo;geen diploma;nvt;25PW;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;114;Emmen;1
00PF;0;114;EMMEN;havo;geen diploma;nvt;25PW;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;109;Coevorden;1
00PF;0;114;EMMEN;havo;geen diploma;nat/tech;25PW;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;114;Emmen;1
00PF;0;114;EMMEN;havo;geen diploma;ec/maat;25PW;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;114;Emmen;1
00PF;0;114;EMMEN;havo;geen diploma;ec/maat;25PW;BOL;economie;95311;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);00SP;ECABO;114;Emmen;1
00PF;0;114;EMMEN;havo;geen diploma;ec/maat;25PW;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;114;Emmen;1
00PF;0;114;EMMEN;havo;geen diploma;cul/maat;01NJ;BOL;landbouw;97440;Bloemendetailhandel (Manager bloembinden);25DC;Aequor;114;Emmen;1
00PF;0;114;EMMEN;havo;diploma;ec/maat;25LW;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;14;Groningen;1
00PF;0;114;EMMEN;havo;diploma;ec/maat;25PW;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;114;Emmen;1
00PF;0;114;EMMEN;havo;diploma;ec/maat;25PW;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;114;Emmen;1
00PF;0;114;EMMEN;havo;diploma;cul/maat;25PW;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;114;Emmen;1
00PF;0;114;EMMEN;havo;diploma;nat/tech & nat/gezond;01NJ;BOL;landbouw;97713;Productiedieren (Melkveehouder);25DC;Aequor;1681;Borger-Odoorn;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nvt;05EA;BBL;techniek;95620;Binnenvaart (Matroos binnenvaart);25HV;VTL;531;Hendrik-Ido-Ambacht;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nvt;09MR;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;584;Oud-Beijerland;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nvt;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;588;Korendijk;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nvt;09MR;BOL;onbekend;22263;ICT- en mediabeheer;28DV;Combinatie kenniscentra;531;Hendrik-Ido-Ambacht;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nvt;25LP;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;588;Korendijk;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nat/tech;00GT;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;597;Ridderkerk;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nat/tech;09MR;BOL;onbekend;22263;ICT- en mediabeheer;28DV;Combinatie kenniscentra;599;Rotterdam;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nat/tech;25LZ;BOL;techniek;95762;Eerste monteur;02PR;Kenteq;505;Dordrecht;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nat/gezond;00GT;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;597;Ridderkerk;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nat/gezond;00GT;BBL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;489;Barendrecht;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nat/gezond;09MR;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;584;Oud-Beijerland;1
00PG;0;599;ROTTERDAM;havo;geen diploma;nat/gezond;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;482;Alblasserdam;2
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;00GT;BBL;economie;90201;Logistiek teamleider (Logistiek teamleider);00SE;Kenniscentrum Handel;584;Oud-Beijerland;1
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;02PG;BOL;economie;90940;Interieuradviseur;00SE;Kenniscentrum Handel;489;Barendrecht;1
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;05EA;BOL;techniek;91870;Manager transport en logistiek (manager transport en logistiek);25HV;VTL;851;Steenbergen;1
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;09MR;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;584;Oud-Beijerland;1
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;09MR;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;597;Ridderkerk;3
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;09MR;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;597;Ridderkerk;1
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;20MQ;BOL;economie;90933;Assistent-manager internatinale handel (Asistent-manager internationale handel binnendienst);00SE;Kenniscentrum Handel;505;Dordrecht;1
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat;20MQ;BOL;economie;94891;Juridisch medewerker zakelijke dienstverlening;00SP;ECABO;642;Zwijndrecht;1
00PG;0;599;ROTTERDAM;havo;geen diploma;cul/maat;02PG;BOL;techniek;93570;Meubelstoffeerder (Allround meubelstoffeerder);04IN;SH&M;584;Oud-Beijerland;1
00PG;0;599;ROTTERDAM;havo;geen diploma;cul/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;482;Alblasserdam;1
00PG;0;599;ROTTERDAM;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;92661;Maatschappelijke Zorg (Persoonlijk begeleider gehandicaptenzorg);02QG;Calibris;482;Alblasserdam;1
00PG;0;599;ROTTERDAM;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;584;Oud-Beijerland;1
00PG;0;599;ROTTERDAM;havo;geen diploma;ec/maat & cul/maat;09MR;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;489;Barendrecht;1
00PG;0;599;ROTTERDAM;havo;diploma;nat/gezond;00GT;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;571;Nieuw-Lekkerland;2
00PG;0;599;ROTTERDAM;havo;diploma;nat/gezond;09MR;BOL;zorg en welzijn;92661;Maatschappelijke Zorg (Persoonlijk begeleider gehandicaptenzorg);02QG;Calibris;642;Zwijndrecht;1
00PG;0;599;ROTTERDAM;havo;diploma;nat/gezond;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;482;Alblasserdam;1
00PG;0;599;ROTTERDAM;havo;diploma;nat/gezond;25LH;BBL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;482;Alblasserdam;1
00PG;0;599;ROTTERDAM;havo;diploma;ec/maat;09MR;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;489;Barendrecht;1
00PG;0;599;ROTTERDAM;havo;diploma;ec/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;531;Hendrik-Ido-Ambacht;1
00PG;0;599;ROTTERDAM;havo;diploma;ec/maat;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;588;Korendijk;1
00PG;0;599;ROTTERDAM;havo;diploma;ec/maat;20MQ;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;694;Liesveld;1
00PG;0;599;ROTTERDAM;havo;diploma;ec/maat;20MQ;BOL;techniek;93430;Autotechniek (Technisch specialist personenauto's);02FZ;Innovam Groep;571;Nieuw-Lekkerland;1
00PG;0;599;ROTTERDAM;havo;diploma;ec/maat;25LP;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;597;Ridderkerk;1
00PG;0;599;ROTTERDAM;havo;diploma;cul/maat;09MR;BOL;economie;93801;Commercieel medewerker ((Junior) Accountmanager);00SP;ECABO;482;Alblasserdam;1
00PG;0;599;ROTTERDAM;havo;diploma;cul/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;693;Graafstroom;1
00PG;0;599;ROTTERDAM;havo;diploma;cul/maat;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;489;Barendrecht;1
00PG;0;599;ROTTERDAM;havo;diploma;cul/maat;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;531;Hendrik-Ido-Ambacht;1
00PG;0;599;ROTTERDAM;havo;diploma;cul/maat;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;597;Ridderkerk;2
00PG;0;599;ROTTERDAM;havo;diploma;cul/maat;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;599;Rotterdam;1
00PG;0;599;ROTTERDAM;havo;diploma;cul/maat;25LN;BBL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;531;Hendrik-Ido-Ambacht;1
00PG;0;599;ROTTERDAM;havo;diploma;nat/tech & nat/gezond;00GT;BBL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;597;Ridderkerk;1
00PG;0;599;ROTTERDAM;havo;diploma;ec/maat & cul/maat;25LP;BOL;economie;95091;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);00SP;ECABO;610;Sliedrecht;1
00PG;0;599;ROTTERDAM;vwo;geen diploma;cul/maat;25LP;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;489;Barendrecht;1
00PG;3;599;ROTTERDAM;havo;geen diploma;ec/maat;00GT;BOL;economie;90112;Commercieel medewerker (Commercieel medewerker binnendienst);00SE;Kenniscentrum Handel;1783;Westland;1
00PG;3;599;ROTTERDAM;havo;geen diploma;ec/maat;09MR;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;542;Krimpen aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;geen diploma;ec/maat;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;567;Nieuwerkerk aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;geen diploma;ec/maat;27GZ;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;1783;Westland;1
00PG;3;599;ROTTERDAM;havo;geen diploma;cul/maat;00GT;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;542;Krimpen aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;502;Capelle aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;diploma;nat/tech;27DV;BOL;techniek;94262;Machinebouw Mechatronica (Mechatronicus);02PR;Kenteq;1666;Zevenhuizen-Moerkapelle;1
00PG;3;599;ROTTERDAM;havo;diploma;nat/gezond;00GT;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;542;Krimpen aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;diploma;nat/gezond;00GT;BBL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;542;Krimpen aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;diploma;nat/gezond;09MR;BBL;zorg en welzijn;95530;Verzorgende-IG;02QG;Calibris;502;Capelle aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;diploma;ec/maat;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;502;Capelle aan den IJssel;1
00PG;3;599;ROTTERDAM;havo;diploma;ec/maat;27DV;BOL;techniek;93810;Mobiele werktuigen (Technicus landbouwmechanisatie);02PR;Kenteq;495;Bleiswijk;1
00PG;3;599;ROTTERDAM;havo;diploma;cul/maat;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;1783;Westland;1
00PG;3;599;ROTTERDAM;havo;diploma;ec/maat & cul/maat;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;542;Krimpen aan den IJssel;1
00PG;3;599;ROTTERDAM;vwo;geen diploma;ec/maat & cul/maat;02PG;BOL;techniek;94592;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)interieurbouw);04IN;SH&M;556;Maassluis;1
00PG;4;505;DORDRECHT;havo;geen diploma;nvt;09MR;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;505;Dordrecht;1
00PJ;0;637;ZOETERMEER;havo;geen diploma;nat/gezond;25MA;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;637;Zoetermeer;1
00PJ;0;637;ZOETERMEER;havo;diploma;nat/gezond;25MA;BOL;economie;95748;Zelfstandig werkend banketbakker;02PY;Kenwerk;637;Zoetermeer;1
00PJ;0;637;ZOETERMEER;havo;diploma;cul/maat;27GZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;637;Zoetermeer;1
00PJ;0;637;ZOETERMEER;havo;diploma;ec/maat & cul/maat;02PG;BOL;economie;90940;Interieuradviseur;00SE;Kenniscentrum Handel;637;Zoetermeer;1
00PS;0;402;HILVERSUM;havo;geen diploma;nvt;25PZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;376;Blaricum;1
