SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET HO (peildatum 1 oktober 2012);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;2
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;355;Zeist;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;820;Nuenen, Gerwen en Nederwetten;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;848;Son en Breugel;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;344;Utrecht;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gezondheidszorg;599;Rotterdam;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PE;wo;economie;1771;Geldrop-Mierlo;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;772;Eindhoven;2
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;772;Eindhoven;5
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;820;Nuenen, Gerwen en Nederwetten;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;846;Sint-Oedenrode;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;848;Son en Breugel;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;1771;Geldrop-Mierlo;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PH;wo;techniek;153;Enschede;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;772;Eindhoven;2
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;846;Sint-Oedenrode;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;4
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;recht;753;Best;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PL;wo;natuur;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PM;wo;natuur;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PN;wo;economie;855;Tilburg;3
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PN;wo;recht;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PN;wo;gedrag en maatschappij;772;Eindhoven;2
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PN;wo;gedrag en maatschappij;848;Son en Breugel;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;21PN;wo;gedrag en maatschappij;855;Tilburg;1
20BK;0;772;Eindhoven;vwo;diploma;nat/tech & nat/gezond;30GB;hbo;techniek;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;21PC;wo;economie;14;Groningen;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;21PD;wo;taal en cultuur;344;Utrecht;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;599;Rotterdam;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;21PK;wo;recht;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;21PN;wo;economie;753;Best;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;21PN;wo;recht;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;21UI;hbo;economie;772;Eindhoven;1
20BK;0;772;Eindhoven;vwo;diploma;ec/maat & cul/maat;30GB;hbo;gedrag en maatschappij;772;Eindhoven;1
20BQ;0;785;Goirle;havo;geen diploma;ec/maat;30GB;hbo;economie;785;Goirle;1
20BQ;0;785;Goirle;havo;geen diploma;ec/maat;30GB;hbo;economie;1723;Alphen-Chaam;1
20BQ;0;785;Goirle;havo;diploma;nat/tech;07GR;hbo;techniek;785;Goirle;5
20BQ;0;785;Goirle;havo;diploma;nat/tech;07GR;hbo;techniek;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;nat/tech;07GR;hbo;techniek;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/tech;30GB;hbo;onderwijs;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;nat/tech;30GB;hbo;techniek;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;nat/tech;30GB;hbo;techniek;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/tech;30GB;hbo;economie;785;Goirle;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;07GR;hbo;techniek;785;Goirle;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;07GR;hbo;gezondheidszorg;785;Goirle;2
20BQ;0;785;Goirle;havo;diploma;nat/gezond;07GR;hbo;gezondheidszorg;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;07GR;hbo;gezondheidszorg;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;07GR;hbo;economie;785;Goirle;2
20BQ;0;785;Goirle;havo;diploma;nat/gezond;07GR;hbo;gedrag en maatschappij;1723;Alphen-Chaam;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;21CW;hbo;landbouw en natuurlijke omgeving;785;Goirle;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;21CW;hbo;landbouw en natuurlijke omgeving;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;21UI;hbo;techniek;785;Goirle;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;25DW;hbo;gezondheidszorg;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;25KB;hbo;gezondheidszorg;268;Nijmegen;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;25KB;hbo;gezondheidszorg;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;30GB;hbo;onderwijs;785;Goirle;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;30GB;hbo;onderwijs;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;30GB;hbo;onderwijs;1723;Alphen-Chaam;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;30GB;hbo;techniek;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;30GB;hbo;techniek;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;30GB;hbo;economie;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/gezond;30GB;hbo;gedrag en maatschappij;785;Goirle;2
20BQ;0;785;Goirle;havo;diploma;ec/maat;07GR;hbo;gezondheidszorg;1723;Alphen-Chaam;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;07GR;hbo;economie;785;Goirle;9
20BQ;0;785;Goirle;havo;diploma;ec/maat;07GR;hbo;economie;798;Hilvarenbeek;4
20BQ;0;785;Goirle;havo;diploma;ec/maat;07GR;hbo;economie;855;Tilburg;5
20BQ;0;785;Goirle;havo;diploma;ec/maat;07GR;hbo;economie;1723;Alphen-Chaam;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;07GR;hbo;gedrag en maatschappij;785;Goirle;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;07GR;hbo;gedrag en maatschappij;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;21UI;hbo;economie;785;Goirle;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;21UI;hbo;economie;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;21UI;hbo;economie;2010;Belgie;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;25KB;hbo;gezondheidszorg;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;onderwijs;785;Goirle;3
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;onderwijs;798;Hilvarenbeek;5
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;onderwijs;855;Tilburg;2
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;onderwijs;1723;Alphen-Chaam;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;gezondheidszorg;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;economie;785;Goirle;3
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;economie;798;Hilvarenbeek;2
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;economie;855;Tilburg;2
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;economie;1723;Alphen-Chaam;1
20BQ;0;785;Goirle;havo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;cul/maat;30GB;hbo;onderwijs;785;Goirle;2
20BQ;0;785;Goirle;havo;diploma;cul/maat;30GB;hbo;onderwijs;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;cul/maat;30GB;hbo;onderwijs;1723;Alphen-Chaam;2
20BQ;0;785;Goirle;havo;diploma;cul/maat;30GB;hbo;gezondheidszorg;798;Hilvarenbeek;1
20BQ;0;785;Goirle;havo;diploma;cul/maat;30GB;hbo;economie;855;Tilburg;2
20BQ;0;785;Goirle;havo;diploma;cul/maat;30GB;hbo;gedrag en maatschappij;855;Tilburg;1
20BQ;0;785;Goirle;havo;diploma;nat/tech & nat/gezond;07GR;hbo;techniek;2030;elders buiten NED;1
20BQ;0;785;Goirle;havo;diploma;nat/tech & nat/gezond;07GR;hbo;economie;785;Goirle;1
20BQ;0;785;Goirle;vwo;geen diploma;cul/maat;30GB;hbo;onderwijs;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech;07GR;hbo;techniek;798;Hilvarenbeek;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech;07GR;hbo;techniek;855;Tilburg;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech;21CW;hbo;landbouw en natuurlijke omgeving;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech;21PD;wo;natuur;785;Goirle;2
20BQ;0;785;Goirle;vwo;diploma;nat/tech;21PJ;wo;sectoroverstijgend;935;Maastricht;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech;21PM;wo;taal en cultuur;268;Nijmegen;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech;23AH;hbo;techniek;153;Enschede;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;07GR;hbo;techniek;798;Hilvarenbeek;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PB;wo;sectoroverstijgend;518;s-Gravenhage;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PB;wo;recht;518;s-Gravenhage;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PD;wo;sectoroverstijgend;687;Middelburg;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PG;wo;techniek;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;2
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;362;Amstelveen;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;268;Nijmegen;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PN;wo;gedrag en maatschappij;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;21PN;wo;gedrag en maatschappij;798;Hilvarenbeek;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;25JX;hbo;gezondheidszorg;917;Heerlen;1
20BQ;0;785;Goirle;vwo;diploma;nat/gezond;30GB;hbo;onderwijs;855;Tilburg;1
20BQ;0;785;Goirle;vwo;diploma;ec/maat;07GR;hbo;economie;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
20BQ;0;785;Goirle;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
20BQ;0;785;Goirle;vwo;diploma;ec/maat;21PH;wo;economie;798;Hilvarenbeek;1
20BQ;0;785;Goirle;vwo;diploma;ec/maat;21PN;wo;economie;855;Tilburg;1
20BQ;0;785;Goirle;vwo;diploma;ec/maat;21PN;wo;recht;785;Goirle;2
20BQ;0;785;Goirle;vwo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;cul/maat;21PB;wo;sectoroverstijgend;518;s-Gravenhage;1
20BQ;0;785;Goirle;vwo;diploma;cul/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
20BQ;0;785;Goirle;vwo;diploma;cul/maat;21PM;wo;taal en cultuur;268;Nijmegen;1
20BQ;0;785;Goirle;vwo;diploma;cul/maat;21PN;wo;natuur;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;cul/maat;21PN;wo;gedrag en maatschappij;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;cul/maat;30GB;hbo;onderwijs;855;Tilburg;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech & nat/gezond;07GR;hbo;techniek;785;Goirle;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech & nat/gezond;21PN;wo;recht;2010;Belgie;1
20BQ;0;785;Goirle;vwo;diploma;nat/tech & nat/gezond;21PN;wo;gedrag en maatschappij;785;Goirle;1
20BV;0;14;Groningen;vwo;geen diploma;nat/gezond;21PC;wo;natuur;14;Groningen;1
20BV;0;14;Groningen;vwo;geen diploma;nat/tech & nat/gezond;25BE;hbo;gezondheidszorg;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech;21PC;wo;natuur;1651;Eemsmond;1
20BV;0;14;Groningen;vwo;diploma;nat/tech;21PC;wo;natuur;1680;Aa en Hunze;1
20BV;0;14;Groningen;vwo;diploma;nat/tech;21PC;wo;economie;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech;21PC;wo;taal en cultuur;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech;21PM;wo;natuur;268;Nijmegen;1
20BV;0;14;Groningen;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
20BV;0;14;Groningen;vwo;diploma;ec/maat;21PC;wo;recht;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PC;wo;recht;1730;Tynaarlo;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;18;Hoogezand-Sappemeer;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PC;wo;taal en cultuur;14;Groningen;2
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PC;wo;taal en cultuur;18;Hoogezand-Sappemeer;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PD;wo;sectoroverstijgend;344;Utrecht;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PK;wo;recht;363;Amsterdam;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;21PL;wo;taal en cultuur;1651;Eemsmond;1
20BV;0;14;Groningen;vwo;diploma;cul/maat;25BE;hbo;taal en cultuur;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;56;Zuidhorn;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;14;Groningen;4
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;39;Scheemda;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;56;Zuidhorn;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;106;Assen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;1651;Eemsmond;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;1663;De Marne;2
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;1730;Tynaarlo;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;techniek;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;8
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;17;Haren;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;40;Slochteren;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;recht;14;Groningen;4
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;taal en cultuur;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PC;wo;taal en cultuur;56;Zuidhorn;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;14;Groningen;2
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PD;wo;recht;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PD;wo;recht;344;Utrecht;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;2
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gezondheidszorg;268;Nijmegen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
20BV;0;14;Groningen;vwo;diploma;nat/tech & nat/gezond;23KJ;hbo;taal en cultuur;518;s-Gravenhage;1
20BV;0;14;Groningen;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
20BV;0;14;Groningen;vwo;diploma;ec/maat & cul/maat;21PC;wo;recht;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;ec/maat & cul/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
20BV;0;14;Groningen;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;3
20BV;0;14;Groningen;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;17;Haren;1
20BV;0;14;Groningen;vwo;diploma;ec/maat & cul/maat;21PD;wo;gedrag en maatschappij;344;Utrecht;1
20BV;0;14;Groningen;vwo;diploma;ec/maat & cul/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
20CF;0;193;Zwolle;vwo;geen diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;2
20CF;0;193;Zwolle;vwo;diploma;nat/tech;21PF;wo;techniek;193;Zwolle;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech;21PH;wo;techniek;153;Enschede;1
20CF;0;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;natuur;14;Groningen;1
20CF;0;193;Zwolle;vwo;diploma;nat/gezond;21PH;wo;gezondheidszorg;153;Enschede;1
20CF;0;193;Zwolle;vwo;diploma;nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;recht;14;Groningen;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;171;Noordoostpolder;1
20CF;0;193;Zwolle;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
20CF;0;193;Zwolle;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;321;Houten;1
20CF;0;193;Zwolle;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;355;Zeist;1
20CF;0;193;Zwolle;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;363;Amsterdam;1
20CF;0;193;Zwolle;vwo;diploma;cul/maat;21PK;wo;recht;363;Amsterdam;1
20CF;0;193;Zwolle;vwo;diploma;cul/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
20CF;0;193;Zwolle;vwo;diploma;cul/maat;21PM;wo;taal en cultuur;268;Nijmegen;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;546;Leiden;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;14;Groningen;2
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;166;Kampen;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PC;wo;techniek;14;Groningen;2
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;5
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;14;Groningen;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;193;Zwolle;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;363;Amsterdam;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;193;Zwolle;2
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;344;Utrecht;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;1581;Utrechtse Heuvelrug;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;274;Renkum;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PK;wo;natuur;363;Amsterdam;2
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PK;wo;natuur;384;Diemen;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PM;wo;natuur;268;Nijmegen;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PM;wo;natuur;1773;Olst-Wijhe;1
20CF;0;193;Zwolle;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gedrag en maatschappij;193;Zwolle;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;01VU;hbo;economie;193;Zwolle;2
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PB;wo;sectoroverstijgend;518;s-Gravenhage;2
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PC;wo;economie;160;Hardenberg;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PC;wo;recht;175;Ommen;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;2
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PD;wo;recht;193;Zwolle;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PD;wo;recht;342;Soest;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PK;wo;gedrag en maatschappij;1690;De Wolden;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PM;wo;taal en cultuur;193;Zwolle;1
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;21PM;wo;taal en cultuur;268;Nijmegen;2
20CF;0;193;Zwolle;vwo;diploma;ec/maat & cul/maat;22HH;hbo;gedrag en maatschappij;193;Zwolle;1
20CI;0;268;Nijmegen;vwo;geen diploma;nat/tech & nat/gezond;25KB;hbo;gedrag en maatschappij;296;Wijchen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/tech;21PC;wo;economie;14;Groningen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/tech;21PD;wo;natuur;1705;Lingewaard;1
20CI;0;268;Nijmegen;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;4
20CI;0;268;Nijmegen;vwo;diploma;nat/tech;21PG;wo;techniek;268;Nijmegen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/tech;21PM;wo;natuur;268;Nijmegen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;268;Nijmegen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PK;wo;taal en cultuur;384;Diemen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PL;wo;natuur;344;Utrecht;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;944;Mook en Middelaar;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PM;wo;recht;268;Nijmegen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;1734;Overbetuwe;1
20CI;0;268;Nijmegen;vwo;diploma;nat/gezond;21PM;wo;taal en cultuur;268;Nijmegen;2
