SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET HO (peildatum 1 oktober 2012);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;363;Amsterdam;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;363;Amsterdam;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;213;Brummen;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;recht;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;241;Groesbeek;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;21PM;wo;gedrag en maatschappij;1876;Bronckhorst;1
02VS;0;301;Zutphen;vwo;diploma;nat/gezond;23AH;hbo;onderwijs;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;01VU;hbo;onderwijs;262;Lochem;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;01VU;hbo;onderwijs;275;Rheden;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;301;Zutphen;2
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PD;wo;taal en cultuur;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PJ;wo;economie;935;Maastricht;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat;21PK;wo;taal en cultuur;363;Amsterdam;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PC;wo;taal en cultuur;14;Groningen;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PD;wo;sectoroverstijgend;344;Utrecht;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;344;Utrecht;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PI;wo;landbouw en natuurlijke omgeving;1876;Bronckhorst;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PM;wo;gedrag en maatschappij;285;Voorst;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;21PM;wo;taal en cultuur;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;cul/maat;27PZ;hbo;economie;392;Haarlem;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech & nat/gezond;21PM;wo;natuur;213;Brummen;1
02VS;0;301;Zutphen;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gedrag en maatschappij;262;Lochem;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat & cul/maat;21PC;wo;economie;14;Groningen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;363;Amsterdam;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat & cul/maat;21PM;wo;recht;301;Zutphen;1
02VS;0;301;Zutphen;vwo;diploma;ec/maat & cul/maat;25KB;hbo;gezondheidszorg;301;Zutphen;1
02VT;0;193;Zwolle;havo;diploma;nat/tech;01VU;hbo;techniek;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;nat/tech;01VU;hbo;techniek;244;Hattem;3
02VT;0;193;Zwolle;havo;diploma;nat/tech;01VU;hbo;techniek;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;nat/tech;01VU;hbo;techniek;1896;Zwartewaterland;1
02VT;0;193;Zwolle;havo;diploma;nat/tech;25KB;hbo;gezondheidszorg;268;Nijmegen;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01MY;hbo;landbouw en natuurlijke omgeving;1896;Zwartewaterland;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;onderwijs;193;Zwolle;2
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;onderwijs;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;techniek;148;Dalfsen;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;techniek;193;Zwolle;2
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;gezondheidszorg;193;Zwolle;4
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;gezondheidszorg;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;economie;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;economie;269;Oldebroek;2
02VT;0;193;Zwolle;havo;diploma;nat/gezond;22HH;hbo;gezondheidszorg;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;23AH;hbo;techniek;150;Deventer;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;25BE;hbo;gezondheidszorg;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;25DW;hbo;onderwijs;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;25DW;hbo;techniek;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;onderwijs;193;Zwolle;2
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;techniek;193;Zwolle;2
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;techniek;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gezondheidszorg;193;Zwolle;2
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;economie;193;Zwolle;5
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;economie;244;Hattem;3
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;economie;269;Oldebroek;3
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;economie;1896;Zwartewaterland;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gedrag en maatschappij;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gedrag en maatschappij;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gedrag en maatschappij;269;Oldebroek;2
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gedrag en maatschappij;1773;Olst-Wijhe;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gedrag en maatschappij;1896;Zwartewaterland;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;21WN;hbo;economie;80;Leeuwarden;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;22EX;hbo;economie;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;22OJ;hbo;economie;599;Rotterdam;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;23AH;hbo;economie;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;23AH;hbo;gedrag en maatschappij;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;25BE;hbo;onderwijs;14;Groningen;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;25BE;hbo;economie;14;Groningen;2
02VT;0;193;Zwolle;havo;diploma;ec/maat;25BE;hbo;economie;246;Heerde;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;25BE;hbo;gedrag en maatschappij;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;00MF;hbo;economie;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;01VU;hbo;onderwijs;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;01VU;hbo;gezondheidszorg;1708;Steenwijkerland;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;01VU;hbo;economie;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;01VU;hbo;gedrag en maatschappij;193;Zwolle;2
02VT;0;193;Zwolle;havo;diploma;cul/maat;21WN;hbo;economie;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;21WN;hbo;economie;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;22EX;hbo;economie;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;23AH;hbo;gedrag en maatschappij;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25BA;hbo;gedrag en maatschappij;228;Ede;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;14;Groningen;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;1708;Steenwijkerland;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25DW;hbo;gedrag en maatschappij;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25KB;hbo;gezondheidszorg;268;Nijmegen;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;25KB;hbo;gezondheidszorg;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;geen diploma;ec/maat;01VU;hbo;economie;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;geen diploma;ec/maat;23AH;hbo;gedrag en maatschappij;244;Hattem;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;natuur;14;Groningen;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PD;wo;natuur;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PE;wo;economie;599;Rotterdam;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PE;wo;gedrag en maatschappij;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PF;wo;techniek;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;01VU;hbo;onderwijs;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;01VU;hbo;gezondheidszorg;244;Hattem;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;natuur;14;Groningen;3
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;193;Zwolle;2
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;244;Hattem;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;taal en cultuur;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PD;wo;natuur;269;Oldebroek;2
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PD;wo;natuur;344;Utrecht;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;1896;Zwartewaterland;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PE;wo;gezondheidszorg;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PE;wo;economie;599;Rotterdam;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PE;wo;gedrag en maatschappij;542;Krimpen aan den IJssel;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PF;wo;techniek;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PF;wo;techniek;503;Delft;2
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PH;wo;techniek;153;Enschede;2
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PH;wo;techniek;160;Hardenberg;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PH;wo;techniek;164;Hengelo;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PH;wo;gezondheidszorg;153;Enschede;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PK;wo;natuur;363;Amsterdam;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;362;Amstelveen;1
02VT;0;193;Zwolle;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;01VU;hbo;economie;244;Hattem;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;01VU;hbo;economie;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;626;Voorschoten;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;economie;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;recht;14;Groningen;2
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;recht;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PD;wo;recht;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PD;wo;taal en cultuur;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PH;wo;economie;153;Enschede;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PH;wo;economie;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PL;wo;economie;362;Amstelveen;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PM;wo;natuur;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PM;wo;economie;244;Hattem;1
02VT;0;193;Zwolle;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;269;Oldebroek;1
02VT;0;193;Zwolle;vwo;diploma;cul/maat;01VU;hbo;economie;244;Hattem;1
02VT;0;193;Zwolle;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
02VT;0;193;Zwolle;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;244;Hattem;1
02VT;0;193;Zwolle;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;193;Zwolle;1
02VT;0;193;Zwolle;vwo;diploma;cul/maat;21PH;wo;gedrag en maatschappij;153;Enschede;2
02VT;0;193;Zwolle;vwo;diploma;cul/maat;21PM;wo;gedrag en maatschappij;228;Ede;1
02VT;0;193;Zwolle;vwo;diploma;cul/maat;22EX;hbo;onderwijs;14;Groningen;1
02VT;0;193;Zwolle;vwo;diploma;cul/maat;25DW;hbo;gedrag en maatschappij;344;Utrecht;1
02VT;5;193;Zwolle;havo;geen diploma;ec/maat;01VU;hbo;techniek;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;cul/maat;01VU;hbo;onderwijs;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;nat/tech;01VU;hbo;techniek;148;Dalfsen;2
02VT;5;193;Zwolle;havo;diploma;nat/tech;01VU;hbo;techniek;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;nat/tech;01VU;hbo;economie;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;nat/tech;23AH;hbo;techniek;153;Enschede;1
02VT;5;193;Zwolle;havo;diploma;nat/tech;25KB;hbo;techniek;268;Nijmegen;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;onderwijs;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;techniek;193;Zwolle;2
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;techniek;1896;Zwartewaterland;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;gezondheidszorg;193;Zwolle;3
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;gezondheidszorg;246;Heerde;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;economie;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;gedrag en maatschappij;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;01VU;hbo;gedrag en maatschappij;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;22HH;hbo;onderwijs;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01DZ;hbo;landbouw en natuurlijke omgeving;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;onderwijs;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;onderwijs;1896;Zwartewaterland;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;techniek;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;techniek;1896;Zwartewaterland;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gezondheidszorg;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gezondheidszorg;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;economie;148;Dalfsen;4
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;economie;175;Ommen;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;economie;193;Zwolle;6
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gedrag en maatschappij;148;Dalfsen;2
02VT;5;193;Zwolle;havo;diploma;ec/maat;01VU;hbo;gedrag en maatschappij;193;Zwolle;2
02VT;5;193;Zwolle;havo;diploma;ec/maat;22EX;hbo;economie;148;Dalfsen;2
02VT;5;193;Zwolle;havo;diploma;ec/maat;22EX;hbo;economie;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;23AH;hbo;gezondheidszorg;153;Enschede;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;25BE;hbo;techniek;160;Hardenberg;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;25BE;hbo;economie;14;Groningen;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;25BE;hbo;economie;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;27UM;hbo;economie;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;28DN;hbo;techniek;363;Amsterdam;2
02VT;5;193;Zwolle;havo;diploma;cul/maat;00MF;hbo;taal en cultuur;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;00MF;hbo;taal en cultuur;302;Nunspeet;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;01VU;hbo;onderwijs;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;22EX;hbo;economie;80;Leeuwarden;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;27NF;hbo;onderwijs;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;27UM;hbo;economie;518;s-Gravenhage;1
02VT;5;193;Zwolle;vwo;geen diploma;nat/gezond;22HH;hbo;gezondheidszorg;148;Dalfsen;1
02VT;5;193;Zwolle;vwo;geen diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;80;Leeuwarden;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;natuur;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;techniek;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PC;wo;economie;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PD;wo;natuur;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PF;wo;techniek;148;Dalfsen;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PG;wo;techniek;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PH;wo;techniek;164;Hengelo;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;21PI;wo;landbouw en natuurlijke omgeving;274;Renkum;1
02VT;5;193;Zwolle;vwo;diploma;nat/tech;28DN;hbo;techniek;363;Amsterdam;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;01VU;hbo;techniek;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;2
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;148;Dalfsen;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;economie;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;recht;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PD;wo;natuur;344;Utrecht;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;344;Utrecht;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;274;Renkum;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;2
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;21QA;hbo;taal en cultuur;232;Epe;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;23AH;hbo;gezondheidszorg;148;Dalfsen;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;25DW;hbo;gezondheidszorg;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;27PZ;hbo;gezondheidszorg;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;80;Leeuwarden;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;5
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;economie;148;Dalfsen;2
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;economie;193;Zwolle;2
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;gedrag en maatschappij;148;Dalfsen;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PD;wo;economie;344;Utrecht;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;148;Dalfsen;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;22EX;hbo;economie;80;Leeuwarden;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;25BE;hbo;gezondheidszorg;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;25BE;hbo;taal en cultuur;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;ec/maat;27NF;hbo;onderwijs;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
02VT;5;193;Zwolle;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;cul/maat;21PC;wo;taal en cultuur;1896;Zwartewaterland;1
02VT;5;193;Zwolle;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;193;Zwolle;1
02VT;5;193;Zwolle;vwo;diploma;cul/maat;22EX;hbo;economie;80;Leeuwarden;1
02VT;5;193;Zwolle;vwo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;14;Groningen;2
02VT;5;193;Zwolle;vwo;diploma;cul/maat;25BE;hbo;taal en cultuur;1896;Zwartewaterland;1
02XJ;0;163;Hellendoorn;havo;geen diploma;ec/maat;01VU;hbo;economie;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/tech;01MY;hbo;landbouw en natuurlijke omgeving;303;Dronten;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/tech;01VU;hbo;techniek;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/tech;23AH;hbo;techniek;163;Hellendoorn;5
02XJ;0;163;Hellendoorn;havo;diploma;nat/tech;23AH;hbo;economie;189;Wierden;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/tech;30HD;hbo;landbouw en natuurlijke omgeving;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;01VU;hbo;onderwijs;163;Hellendoorn;2
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;01VU;hbo;onderwijs;1742;Rijssen-Holten;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;01VU;hbo;gezondheidszorg;163;Hellendoorn;2
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;22HH;hbo;gezondheidszorg;1742;Rijssen-Holten;2
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;22HH;hbo;gedrag en maatschappij;1735;Hof van Twente;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;23AH;hbo;techniek;163;Hellendoorn;4
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;23AH;hbo;techniek;189;Wierden;2
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;23AH;hbo;techniek;1742;Rijssen-Holten;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;23AH;hbo;gezondheidszorg;163;Hellendoorn;3
